avg_fitness
1.475782155082264069e+02
9.936517841538844209e+01
8.804982543054292421e+01
8.475473457541495748e+01
8.000510104211085149e+01
7.941127911261226302e+01
7.922399995741352541e+01
7.495501803127287133e+01
7.371131653856961918e+01
7.241443142595302618e+01
7.089103219252022825e+01
7.089103219252022825e+01
7.087466112059850332e+01
6.871520238223023114e+01
6.756038491254035705e+01
6.418875144487920181e+01
6.373456152517719175e+01
6.373456152517719175e+01
6.365212826684182090e+01
6.350906218600807307e+01
6.193898941667590918e+01
5.990872390229173305e+01
5.960466065663420210e+01
5.758214339367221868e+01
5.712548225852076911e+01
5.702781448181071511e+01
5.702781448181071511e+01
5.671510870880777588e+01
5.671510870880777588e+01
5.671510870880777588e+01
5.671510870880777588e+01
5.671510870880777588e+01
5.671510870880777588e+01
5.469015606130075469e+01
5.469015606130075469e+01
5.352540703752580242e+01
5.221422506116263662e+01
5.106337648018407549e+01
5.106337648018407549e+01
5.084116598044006707e+01
4.709380301098225630e+01
4.700436989080105121e+01
4.672916183782062660e+01
4.604231574546755468e+01
4.577360211213441943e+01
4.553399352161984126e+01
4.423734992691186108e+01
4.421635933121501694e+01
4.410330621992573441e+01
4.283293585828737804e+01
4.169245454884817548e+01
4.155911650516714673e+01
4.100121145685086077e+01
4.016353522419274213e+01
4.016133377672128546e+01
3.998215471678903299e+01
3.750377085362230645e+01
3.732125658911816402e+01
3.723974809419245702e+01
3.721470187380517558e+01
3.721204815452610148e+01
3.666612170801643344e+01
3.600563439784492203e+01
3.600199957538741558e+01
3.469075872468783928e+01
3.440660233799265910e+01
3.438741868719362316e+01
3.319673874328569241e+01
3.232406308288001640e+01
3.189800201672972335e+01
3.187346278497703622e+01
3.178334653276863619e+01
3.177453206450035239e+01
3.104914385037623603e+01
3.097757061340632134e+01
3.013199572397881099e+01
2.955045268011016191e+01
2.932290815910333492e+01
2.922252692469091784e+01
2.894362009441568517e+01
2.849270398834395124e+01
2.740178998987656556e+01
2.729150255044967111e+01
2.718760173688564663e+01
2.718561558045261606e+01
2.631900117586267385e+01
2.611954425163268212e+01
2.607224826460778999e+01
2.606917441407896163e+01
2.606747091822384021e+01
2.603245987228613600e+01
2.596466138364263543e+01
2.596400866272309216e+01
2.578013956887900804e+01
2.561898707637502781e+01
2.558064335381117260e+01
2.360228278679069547e+01
2.360226654513958877e+01
2.360226654513958877e+01
2.358069593601959824e+01
2.342094777279173812e+01
2.305891379832660348e+01
2.156791461362032081e+01
2.156791461362032081e+01
2.121719346121276573e+01
