avg_fitness
5.727106285904507104e+02
5.571603542570600212e+02
5.452003261703753196e+02
5.335283059264705798e+02
5.220680465214447850e+02
5.168200203435976618e+02
5.145060853497582229e+02
5.092374684421047277e+02
5.011407581014942139e+02
4.977271623337184110e+02
4.932893125447938587e+02
4.879654521725160521e+02
4.714890148275588331e+02
4.702360804295324783e+02
4.702360804295324783e+02
4.702097213989653142e+02
4.697407178766549123e+02
4.578305849190473396e+02
4.530282422633187025e+02
4.489977940182066618e+02
4.486181636300113951e+02
4.486181636300113951e+02
4.486181636300113951e+02
4.465042540313650647e+02
4.465042540313650647e+02
4.445764862742387891e+02
4.379235957697626986e+02
4.329969125874619067e+02
4.329969125874619067e+02
4.329969125874619067e+02
4.329797450795210807e+02
4.329797450795210807e+02
4.326605144532906593e+02
4.326605144532906593e+02
4.320004566374261117e+02
4.320004566374261117e+02
4.320004566374261117e+02
4.320004566374261117e+02
4.313811092969220340e+02
4.295376168964081103e+02
4.272366623122082956e+02
4.269911504413131524e+02
4.253982054465956253e+02
4.253982054465956253e+02
4.253982054465956253e+02
4.253982054465956253e+02
4.253982054465956253e+02
4.253982054465956253e+02
4.253982054465956253e+02
4.253982054465956253e+02
4.239245458248436762e+02
4.239245458248436762e+02
4.239245458248436762e+02
4.229916183678056427e+02
4.229916183678056427e+02
4.229916183678056427e+02
4.229916183678056427e+02
4.229916183678056427e+02
4.207889656072799198e+02
4.207889656072799198e+02
4.196520163437402289e+02
4.196520163437402289e+02
4.167992891365826722e+02
4.167992891365826722e+02
4.157815730884861978e+02
4.157815730884861978e+02
4.157815730884861978e+02
4.157815730884861978e+02
4.148326347785323378e+02
4.148326347785323378e+02
4.148326347785323378e+02
4.148326347785323378e+02
4.147706048275385342e+02
4.147706048275385342e+02
4.146459717506415927e+02
4.146459717506415927e+02
4.146459717506415927e+02
4.146459717506415927e+02
4.146459717506415927e+02
4.146459717506415927e+02
4.122669521627316271e+02
4.093995586222927159e+02
4.093995586222927159e+02
4.093995586222927159e+02
4.093995586222927159e+02
4.093995586222927159e+02
4.093995586222927159e+02
4.093995586222927159e+02
4.093995586222927159e+02
4.093995586222927159e+02
4.093995586222927159e+02
4.091894208051517694e+02
4.078184333132596748e+02
4.078184333132596748e+02
4.078184333132596748e+02
4.072371853340216035e+02
4.072371853340216035e+02
4.072371853340216035e+02
